url,source,collected_date,confirmation_method,is_reachable,http_status,reachability_error,label,rank
https://l.ead.me/bfO3Lu,"phishtank,phishtank_kaggle",2024-09-12,feed_domain,True,200.0,,1,
https://qrco.de/bffkin,"phishtank,phishtank_kaggle",2025-01-12,feed_domain,True,200.0,,1,
https://l.ead.me/bfTGaQ,"phishtank,phishtank_kaggle",2024-10-11,feed_domain,True,200.0,,1,
https://sardineext.vercel.app/user/index_facebook.html,phishtank,2026-07-31,feed_domain,True,200.0,,1,
https://l.ead.me/bfLz06,"phishtank,phishtank_kaggle",2024-08-30,feed_domain,True,200.0,,1,
https://snazzy-axolotl-9af644.netlify.app/,"openphish,phishtank",2026-08-04,feed_domain,True,404.0,,1,
https://qrco.de/bfaTVG?userID=echcWUV1,"phishtank,phishtank_kaggle",2024-11-24,feed_domain,True,200.0,,1,
https://l.ead.me/bgfnmP,"phishtank,phishtank_kaggle",2026-03-13,feed_domain,True,200.0,,1,
https://tinyurl.com/3jru4txs,phishtank,2026-06-05,feed_domain,True,200.0,,1,
https://sites.google.com/view/bt-clould-preview000112/voice010101010bt-cloud?authuser=8,"phishtank,phishtank_kaggle",2021-04-30,feed_domain,True,200.0,,1,
https://qrco.de/bgbxrA,"phishtank,phishtank_kaggle",2026-02-11,feed_domain,True,200.0,,1,
https://sites.google.com/view/roste/accueil,"phishtank,phishtank_kaggle",2024-06-11,feed_domain,True,200.0,,1,
https://cioxnbasxeprologo.gitbook.io/login,phishtank,2026-08-05,feed_domain,True,403.0,,1,
https://sites.google.com/view/recaptchapage,phishtank,2026-05-23,feed_domain,True,200.0,,1,
https://rebrand.ly/sdidwgw,phishtank,2026-06-29,feed_domain,True,403.0,,1,
https://l.ead.me/bgcUPy,"phishtank,phishtank_kaggle",2026-02-13,feed_domain,True,200.0,,1,
https://sites.google.com/view/web-de-web/home,"phishtank,phishtank_kaggle",2025-06-12,feed_domain,True,200.0,,1,
https://qrco.de/bgbRIR,"phishtank,phishtank_kaggle",2026-02-07,feed_domain,True,200.0,,1,
http://sites.google.com/logiwallets.com/uphold-login/home,"phishtank,phishtank_kaggle",2025-11-02,feed_domain,True,403.0,,1,
https://l.ead.me/bgbb2l,"phishtank,phishtank_kaggle",2026-02-07,feed_domain,True,200.0,,1,
https://sites.google.com/view/adrinalokafor,"phishtank,phishtank_kaggle",2023-11-15,feed_domain,True,200.0,,1,
